ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
100,4,4.0,2.0,7.0,1.5,500,19.2,65.99999999999991,0.13199999999999984,67.99999999999997,1.1089108910891088,80.80000000000001
25,8,3.0,3.0,5.0,1.5,381,25.72178477690289,65.50000000000009,0.17191601049868788,51.00000000000004,1.154299175500589,74.2782152230971
25,12,2.0,2.0,3.0,3.0,486,52.2633744855967,64.73697978237813,0.1332036621036587,39.000000000000064,1.0930129019861754,47.73662551440329
50,4,2.0,2.0,3.0,2.0,622,42.12218649517685,64.36466400506995,0.1034801672107234,32.99999999999999,1.0893953666737082,57.87781350482315
25,4,2.0,3.0,5.0,3.0,336,39.88095238095239,64.00000000000011,0.19047619047619083,56.00000000000007,1.1056105610561058,60.11904761904761
100,4,4.0,2.0,7.0,2.0,454,23.788546255506606,63.99999999999977,0.1409691629955942,89.00000000000017,1.0924855491329475,76.2114537444934
25,8,4.0,3.0,7.0,1.5,445,19.325842696629213,63.5000000000001,0.14269662921348336,74.50000000000001,1.1179201485608172,80.67415730337079
50,4,3.0,2.0,5.0,3.0,527,39.08918406072106,63.364664005069706,0.12023655408931633,72.00000000000004,1.0657992357269677,60.91081593927894
25,8,3.0,3.0,5.0,3.0,347,39.76945244956772,63.00000000000007,0.18155619596541808,64.00000000000009,1.1004784688995217,60.23054755043228
100,4,2.0,2.0,7.0,3.0,326,31.901840490797547,62.00000000000006,0.19018404907975478,108.00000000000017,1.093093093093093,68.09815950920245
25,12,2.0,2.0,5.0,3.0,421,39.42992874109264,61.73697978237795,0.14664365744032767,61.00000000000008,1.0807019343560496,60.57007125890736
25,4,3.0,2.0,3.0,3.0,953,51.101783840503664,61.73697978237778,0.06478172065307217,60.00000000000009,1.0441609297441898,48.89821615949633
50,8,3.0,2.0,3.0,3.0,563,51.865008880994665,61.364664005069834,0.10899585080829455,69.00000000000009,1.0754792915191511,48.13499111900533
25,12,4.0,3.0,5.0,2.0,379,30.87071240105541,61.00000000000009,0.16094986807387887,57.0,1.116412213740458,69.12928759894459
25,8,3.0,3.0,5.0,2.0,365,30.958904109589042,61.000000000000036,0.16712328767123297,51.00000000000001,1.1210317460317458,69.04109589041096
50,4,2.0,2.0,5.0,2.0,556,30.215827338129497,60.36466400506985,0.10856953957746375,48.00000000000004,1.0777895154704507,69.7841726618705
25,4,4.0,2.0,5.0,2.0,977,29.47799385875128,58.736979782378285,0.06011973365647726,116.99999999999999,1.042624803905935,70.52200614124871
50,12,4.0,2.0,3.0,3.0,584,51.71232876712328,58.36466400506984,0.09993949315936616,75.00000000000009,1.068988964545,48.28767123287671
50,12,2.0,2.0,7.0,1.5,263,20.53231939163498,58.142734625663216,0.2210750365994799,28.500000000000025,1.1854632683434234,79.46768060836501
50,12,2.0,2.0,3.0,1.5,278,38.1294964028777,57.64273462566319,0.207347966279364,20.999999999999964,1.223421452037454,61.87050359712231
25,12,4.0,3.0,3.0,2.0,414,42.7536231884058,57.000000000000014,0.13768115942028988,41.00000000000007,1.1202531645569618,57.2463768115942
100,12,3.0,3.0,7.0,1.5,87,25.287356321839084,56.500000000000014,0.649425287356322,16.500000000000036,1.579487179487179,74.71264367816092
50,12,2.0,2.0,7.0,3.0,226,32.743362831858406,56.36466400506981,0.24940116816402572,42.000000000000036,1.1236067193093635,67.2566371681416
50,12,3.0,2.0,5.0,3.0,436,39.22018348623853,56.364664005069656,0.12927675230520563,55.00000000000003,1.0708989484340496,60.77981651376147
25,4,3.0,2.0,5.0,3.0,767,38.46153846153847,55.736979782378114,0.07266881327559076,95.00000000000006,1.0393622738576118,61.53846153846154
25,4,4.0,2.0,3.0,3.0,983,50.96642929806714,55.736979782377794,0.05670089499733245,63.00000000000017,1.0385456291717687,49.03357070193286
25,12,4.0,3.0,5.0,1.5,401,25.187032418952622,55.000000000000114,0.13715710723192048,57.49999999999998,1.1222222222222225,74.81296758104739
25,4,2.0,3.0,3.0,2.0,385,42.857142857142854,55.00000000000003,0.14285714285714293,26.00000000000008,1.125,57.14285714285714
100,12,3.0,3.0,7.0,2.0,85,29.411764705882355,55.00000000000003,0.6470588235294121,18.000000000000053,1.458333333333333,70.58823529411765
100,12,4.0,2.0,7.0,2.0,396,23.737373737373737,53.99999999999987,0.13636363636363605,70.00000000000009,1.0894039735099335,76.26262626262627
100,12,4.0,3.0,7.0,1.5,140,22.142857142857142,53.500000000000014,0.38214285714285723,18.500000000000036,1.3272171253822629,77.85714285714286
25,4,3.0,3.0,3.0,1.5,523,35.5640535372849,52.50000000000006,0.10038240917782038,31.50000000000003,1.1038575667655786,64.43594646271511
25,4,2.0,3.0,3.0,1.5,394,36.29441624365482,52.4999999999999,0.13324873096446677,18.00000000000003,1.1394422310756969,63.70558375634518
50,4,3.0,2.0,3.0,3.0,618,51.45631067961165,52.36466400506985,0.08473246602762112,65.99999999999997,1.0581829600056332,48.54368932038835
50,12,3.0,3.0,7.0,3.0,106,34.90566037735849,52.0000000000001,0.49056603773585,32.999999999999986,1.2512077294685993,65.09433962264151
50,4,2.0,3.0,7.0,2.0,190,25.263157894736842,52.00000000000002,0.2736842105263159,33.000000000000014,1.1830985915492958,74.73684210526315
